Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
2023-02-04,Embilipitiya,TJC mango,95.08,12.3
2023-02-04,Embilipitiya,Banana,59.78,18.6
2023-02-04,Embilipitiya,Pineapple,88.15,4.4
2023-02-05,Dambulla,TJC mango,104.09,11.0
2023-02-05,Dambulla,Banana,58.2,23.6
2023-02-05,Dambulla,Pineapple,86.32,3.6
2023-02-05,Pettah,TJC mango,122.97,10.0
2023-02-05,Pettah,Banana,45.66,18.0
2023-02-05,Pettah,Pineapple,85.58,3.8
2023-02-05,Meegoda,TJC mango,133.26,7.9
2023-02-05,Meegoda,Banana,73.63,14.8
2023-02-05,Meegoda,Pineapple,72.08,5.1
2023-02-05,Narahenpita,TJC mango,111.0,7.5
2023-02-05,Narahenpita,Banana,69.01,15.8
2023-02-05,Narahenpita,Pineapple,100.2,4.0
2023-02-05,Embilipitiya,TJC mango,116.88,8.4
2023-02-05,Embilipitiya,Banana,67.17,26.7
2023-02-05,Embilipitiya,Pineapple,66.26,5.8
2023-02-06,Dambulla,TJC mango,114.73,7.1
2023-02-06,Dambulla,Banana,61.89,16.0
2023-02-06,Dambulla,Pineapple,82.3,3.4
2023-02-06,Pettah,TJC mango,112.45,7.4
2023-02-06,Pettah,Banana,72.67,14.0
2023-02-06,Pettah,Pineapple,75.49,5.3
2023-02-06,Meegoda,TJC mango,98.21,8.6
2023-02-06,Meegoda,Banana,42.69,19.6
2023-02-06,Meegoda,Pineapple,72.83,4.6
2023-02-06,Narahenpita,TJC mango,150.94,11.9
2023-02-06,Narahenpita,Banana,52.67,11.1
2023-02-06,Narahenpita,Pineapple,83.34,4.2
2023-02-06,Embilipitiya,TJC mango,113.74,5.9
2023-02-06,Embilipitiya,Banana,69.17,21.6
2023-02-06,Embilipitiya,Pineapple,96.0,3.7
2023-02-07,Dambulla,TJC mango,126.94,10.0
2023-02-07,Dambulla,Banana,48.89,23.0
2023-02-07,Dambulla,Pineapple,83.18,4.2
2023-02-07,Pettah,TJC mango,101.32,5.8
2023-02-07,Pettah,Banana,67.0,21.7
2023-02-07,Pettah,Pineapple,104.52,3.1
2023-02-07,Meegoda,TJC mango,131.71,8.2
2023-02-07,Meegoda,Banana,55.54,17.4
2023-02-07,Meegoda,Pineapple,90.44,3.9
2023-02-07,Narahenpita,TJC mango,122.48,8.7
2023-02-07,Narahenpita,Banana,63.67,11.5
2023-02-07,Narahenpita,Pineapple,,
2023-02-07,Embilipitiya,TJC mango,121.63,7.3
2023-02-07,Embilipitiya,Banana,61.62,16.0
2023-02-07,Embilipitiya,Pineapple,66.53,4.9
2023-02-08,Dambulla,TJC mango,102.07,9.8
2023-02-08,Dambulla,Banana,64.07,22.0
2023-02-08,Dambulla,Pineapple,104.64,2.6
2023-02-08,Pettah,TJC mango,117.59,8.7
2023-02-08,Pettah,Banana,52.46,12.9
2023-02-08,Pettah,Pineapple,79.66,3.2
2023-02-08,Meegoda,TJC mango,106.9,9.5
2023-02-08,Meegoda,Banana,46.06,16.8
2023-02-08,Meegoda,Pineapple,94.77,5.6
2023-02-08,Narahenpita,TJC mango,122.99,8.9
2023-02-08,Narahenpita,Banana,53.85,21.2
2023-02-08,Narahenpita,Pineapple,86.18,4.1
2023-02-08,Embilipitiya,TJC mango,94.02,7.7
2023-02-08,Embilipitiya,Banana,55.01,19.8
2023-02-08,Embilipitiya,Pineapple,57.76,3.4
2023-02-09,Dambulla,TJC mango,136.07,3.0
2023-02-09,Dambulla,Banana,60.2,17.8
2023-02-09,Dambulla,Pineapple,81.69,4.3
2023-02-09,Pettah,TJC mango,109.42,5.6
2023-02-09,Pettah,Banana,61.18,21.6
2023-02-09,Pettah,Pineapple,76.36,4.9
2023-02-09,Meegoda,TJC mango,117.21,7.8
2023-02-09,Meegoda,Banana,81.69,21.5
2023-02-09,Meegoda,Pineapple,60.5,2.1
2023-02-09,Narahenpita,TJC mango,95.11,6.1
2023-02-09,Narahenpita,Banana,55.89,17.8
2023-02-09,Narahenpita,Pineapple,74.78,4.0
2023-02-09,Embilipitiya,TJC mango,120.43,7.9
2023-02-09,Embilipitiya,Banana,40.74,14.2
2023-02-09,Embilipitiya,Pineapple,79.1,3.4
2023-02-10,Dambulla,TJC mango,113.24,9.9
2023-02-10,Dambulla,Banana,68.25,17.7
2023-02-10,Dambulla,Pineapple,72.5,5.6
2023-02-10,Pettah,TJC mango,115.36,2.7
2023-02-10,Pettah,Banana,68.59,18.5
2023-02-10,Pettah,Pineapple,75.18,4.6
2023-02-10,Meegoda,TJC mango,137.1,7.2
2023-02-10,Meegoda,Banana,62.21,21.5
2023-02-10,Meegoda,Pineapple,100.69,4.5
2023-02-10,Narahenpita,TJC mango,110.36,6.4
2023-02-10,Narahenpita,Banana,44.93,9.2
2023-02-10,Narahenpita,Pineapple,83.94,3.5
2023-02-10,Embilipitiya,TJC mango,86.54,7.1
2023-02-10,Embilipitiya,Banana,53.42,23.4
2023-02-10,Embilipitiya,Pineapple,74.45,3.4
2023-02-11,Dambulla,TJC mango,132.52,10.9
2023-02-11,Dambulla,Banana,55.34,14.6
2023-02-11,Dambulla,Pineapple,77.44,3.8
2023-02-11,Pettah,TJC mango,123.34,8.7
2023-02-11,Pettah,Banana,57.16,23.6
2023-02-11,Pettah,Pineapple,61.4,2.5
2023-02-11,Meegoda,TJC mango,152.48,8.0
2023-02-11,Meegoda,Banana,68.26,28.4
2023-02-11,Meegoda,Pineapple,83.78,2.2
2023-02-11,Narahenpita,TJC mango,115.02,4.8
2023-02-11,Narahenpita,Banana,68.76,18.7
2023-02-11,Narahenpita,Pineapple,93.53,4.3
2023-02-11,Embilipitiya,TJC mango,132.47,7.6
2023-02-11,Embilipitiya,Banana,53.28,21.8
2023-02-11,Embilipitiya,Pineapple,79.12,4.9
2023-02-12,Dambulla,TJC mango,113.1,7.4
2023-02-12,Dambulla,Banana,55.9,15.8
2023-02-12,Dambulla,Pineapple,73.81,4.2
2023-02-12,Pettah,TJC mango,106.14,8.6
2023-02-12,Pettah,Banana,65.07,35.5
2023-02-12,Pettah,Pineapple,83.54,5.3
2023-02-12,Meegoda,TJC mango,116.88,9.3
2023-02-12,Meegoda,Banana,61.71,20.2
2023-02-12,Meegoda,Pineapple,106.85,2.6
2023-02-12,Narahenpita,TJC mango,101.83,7.5
2023-02-12,Narahenpita,Banana,63.74,22.3
2023-02-12,Narahenpita,Pineapple,62.99,4.4
2023-02-12,Embilipitiya,TJC mango,121.89,4.4
2023-02-12,Embilipitiya,Banana,62.61,14.5
2023-02-12,Embilipitiya,Pineapple,81.82,3.1
2023-02-13,Dambulla,TJC mango,125.59,6.3
2023-02-13,Dambulla,Banana,63.45,17.5
2023-02-13,Dambulla,Pineapple,72.83,3.8
2023-02-13,Pettah,TJC mango,140.42,8.6
2023-02-13,Pettah,Banana,60.94,18.9
2023-02-13,Pettah,Pineapple,71.23,3.6
2023-02-13,Meegoda,TJC mango,121.26,4.2
2023-02-13,Meegoda,Banana,71.13,20.5
2023-02-13,Meegoda,Pineapple,73.23,4.1
2023-02-13,Narahenpita,TJC mango,102.41,10.4
2023-02-13,Narahenpita,Banana,55.97,21.5
2023-02-13,Narahenpita,Pineapple,82.93,3.2
2023-02-13,Embilipitiya,TJC mango,118.11,7.2
2023-02-13,Embilipitiya,Banana,56.36,23.8
2023-02-13,Embilipitiya,Pineapple,69.14,4.4
2023-02-14,Dambulla,TJC mango,127.77,7.9
2023-02-14,Dambulla,Banana,71.92,22.4
2023-02-14,Dambulla,Pineapple,85.89,5.0
2023-02-14,Pettah,TJC mango,113.6,9.2
2023-02-14,Pettah,Banana,55.87,21.2
2023-02-14,Pettah,Pineapple,80.53,4.0
2023-02-14,Meegoda,TJC mango,108.6,9.8
2023-02-14,Meegoda,Banana,60.68,16.5
2023-02-14,Meegoda,Pineapple,58.93,2.6
2023-02-14,Narahenpita,TJC mango,128.4,4.7
2023-02-14,Narahenpita,Banana,48.78,25.8
2023-02-14,Narahenpita,Pineapple,79.25,3.5
2023-02-14,Embilipitiya,TJC mango,100.27,7.9
2023-02-14,Embilipitiya,Banana,65.15,19.0
2023-02-14,Embilipitiya,Pineapple,68.01,3.7
2023-02-15,Dambulla,TJC mango,117.22,8.5
2023-02-15,Dambulla,Banana,58.19,18.5
2023-02-15,Dambulla,Pineapple,83.47,6.0
2023-02-15,Pettah,TJC mango,98.28,6.2
2023-02-15,Pettah,Banana,58.18,17.8
2023-02-15,Pettah,Pineapple,73.93,3.8
2023-02-15,Meegoda,TJC mango,103.51,5.8
2023-02-15,Meegoda,Banana,63.77,21.0
2023-02-15,Meegoda,Pineapple,75.51,3.4
2023-02-15,Narahenpita,TJC mango,113.39,8.7
2023-02-15,Narahenpita,Banana,50.14,23.0
2023-02-15,Narahenpita,Pineapple,81.84,4.6
2023-02-15,Embilipitiya,TJC mango,117.38,6.7
2023-02-15,Embilipitiya,Banana,47.09,22.3
2023-02-15,Embilipitiya,Pineapple,77.57,4.5
2023-02-16,Dambulla,TJC mango,144.35,9.1
2023-02-16,Dambulla,Banana,52.05,14.4
2023-02-16,Dambulla,Pineapple,88.17,4.6
2023-02-16,Pettah,TJC mango,114.06,8.5
2023-02-16,Pettah,Banana,67.83,26.0
2023-02-16,Pettah,Pineapple,69.76,4.1
2023-02-16,Meegoda,TJC mango,123.39,4.6
2023-02-16,Meegoda,Banana,51.11,21.6
2023-02-16,Meegoda,Pineapple,79.73,3.5
2023-02-16,Narahenpita,TJC mango,105.96,7.9
2023-02-16,Narahenpita,Banana,50.75,16.1
2023-02-16,Narahenpita,Pineapple,87.96,2.6
2023-02-16,Embilipitiya,TJC mango,144.84,8.4
2023-02-16,Embilipitiya,Banana,73.32,22.3
2023-02-16,Embilipitiya,Pineapple,75.62,4.5
2023-02-17,Dambulla,TJC mango,137.93,8.5
2023-02-17,Dambulla,Banana,61.6,19.8
2023-02-17,Dambulla,Pineapple,82.94,2.7
2023-02-17,Pettah,TJC mango,136.05,4.7
2023-02-17,Pettah,Banana,65.32,23.6
2023-02-17,Pettah,Pineapple,83.18,2.9
2023-02-17,Meegoda,TJC mango,119.83,6.9
2023-02-17,Meegoda,Banana,58.5,10.9
2023-02-17,Meegoda,Pineapple,88.25,4.5
2023-02-17,Narahenpita,TJC mango,142.07,8.0
2023-02-17,Narahenpita,Banana,55.28,8.7
2023-02-17,Narahenpita,Pineapple,82.05,2.9
2023-02-17,Embilipitiya,TJC mango,94.62,10.9
2023-02-17,Embilipitiya,Banana,60.38,15.4
2023-02-17,Embilipitiya,Pineapple,73.9,4.1
2023-02-18,Dambulla,TJC mango,124.42,4.5
2023-02-18,Dambulla,Banana,56.76,16.4
2023-02-18,Dambulla,Pineapple,69.3,3.0
2023-02-18,Pettah,TJC mango,95.57,10.6
2023-02-18,Pettah,Banana,59.01,18.4
2023-02-18,Pettah,Pineapple,62.99,4.4
2023-02-18,Meegoda,TJC mango,116.59,6.2
2023-02-18,Meegoda,Banana,58.95,9.8
2023-02-18,Meegoda,Pineapple,63.39,3.0
2023-02-18,Narahenpita,TJC mango,144.98,4.8
2023-02-18,Narahenpita,Banana,52.03,20.9
2023-02-18,Narahenpita,Pineapple,71.03,4.3
2023-02-18,Embilipitiya,TJC mango,121.52,8.4
2023-02-18,Embilipitiya,Banana,70.25,15.0
2023-02-18,Embilipitiya,Pineapple,76.2,4.2
2023-02-19,Dambulla,TJC mango,122.87,4.5
2023-02-19,Dambulla,Banana,66.25,25.6
2023-02-19,Dambulla,Pineapple,77.5,3.4
2023-02-19,Pettah,TJC mango,132.69,10.3
2023-02-19,Pettah,Banana,65.63,16.9
2023-02-19,Pettah,Pineapple,65.05,4.3
2023-02-19,Meegoda,TJC mango,112.23,5.2
2023-02-19,Meegoda,Banana,60.8,16.1
2023-02-19,Meegoda,Pineapple,82.27,4.3
2023-02-19,Narahenpita,TJC mango,123.58,6.1
2023-02-19,Narahenpita,Banana,66.93,23.6
2023-02-19,Narahenpita,Pineapple,98.49,4.1
2023-02-19,Embilipitiya,TJC mango,117.08,9.5
2023-02-19,Embilipitiya,Banana,57.53,22.5
2023-02-19,Embilipitiya,Pineapple,76.96,3.6
2023-02-20,Dambulla,TJC mango,117.37,8.5
2023-02-20,Dambulla,Banana,59.17,5.3
2023-02-20,Dambulla,Pineapple,91.62,3.3
2023-02-20,Pettah,TJC mango,128.79,7.7
2023-02-20,Pettah,Banana,62.28,15.9
2023-02-20,Pettah,Pineapple,77.92,4.3
2023-02-20,Meegoda,TJC mango,108.04,7.0
2023-02-20,Meegoda,Banana,62.93,20.7
2023-02-20,Meegoda,Pineapple,64.57,3.9
2023-02-20,Narahenpita,TJC mango,104.92,3.9
2023-02-20,Narahenpita,Banana,65.45,25.5
2023-02-20,Narahenpita,Pineapple,77.48,5.7
2023-02-20,Embilipitiya,TJC mango,105.77,8.6
2023-02-20,Embilipitiya,Banana,65.51,19.8
2023-02-20,Embilipitiya,Pineapple,88.33,2.8
2023-02-21,Dambulla,TJC mango,124.24,6.9
2023-02-21,Dambulla,Banana,45.97,19.5
2023-02-21,Dambulla,Pineapple,100.08,4.9
2023-02-21,Pettah,TJC mango,158.24,8.2
2023-02-21,Pettah,Banana,43.23,15.2
2023-02-21,Pettah,Pineapple,80.05,4.3
2023-02-21,Meegoda,TJC mango,109.91,6.0
2023-02-21,Meegoda,Banana,66.98,14.7
2023-02-21,Meegoda,Pineapple,82.9,4.4
2023-02-21,Narahenpita,TJC mango,138.3,8.0
2023-02-21,Narahenpita,Banana,66.91,17.5
2023-02-21,Narahenpita,Pineapple,78.73,4.2
2023-02-21,Embilipitiya,TJC mango,119.3,7.8
2023-02-21,Embilipitiya,Banana,60.3,25.7
2023-02-21,Embilipitiya,Pineapple,79.87,4.1
2023-02-22,Dambulla,TJC mango,121.16,5.4
2023-02-22,Dambulla,Banana,55.11,15.5
2023-02-22,Dambulla,Pineapple,85.37,3.8
2023-02-22,Pettah,TJC mango,114.38,9.1
2023-02-22,Pettah,Banana,55.73,16.6
2023-02-22,Pettah,Pineapple,76.99,4.9
2023-02-22,Meegoda,TJC mango,150.7,5.4
2023-02-22,Meegoda,Banana,76.46,12.6
2023-02-22,Meegoda,Pineapple,60.3,3.8
2023-02-22,Narahenpita,TJC mango,113.14,10.0
2023-02-22,Narahenpita,Banana,65.52,9.3
2023-02-22,Narahenpita,Pineapple,82.9,4.0
2023-02-22,Embilipitiya,TJC mango,101.59,8.8
2023-02-22,Embilipitiya,Banana,60.27,18.1
2023-02-22,Embilipitiya,Pineapple,84.67,3.6
2023-02-23,Dambulla,TJC mango,119.96,6.6
2023-02-23,Dambulla,Banana,56.77,18.7
2023-02-23,Dambulla,Pineapple,74.85,4.6
2023-02-23,Pettah,TJC mango,118.45,6.9
2023-02-23,Pettah,Banana,68.11,18.5
2023-02-23,Pettah,Pineapple,68.88,3.7
2023-02-23,Meegoda,TJC mango,102.26,9.9
2023-02-23,Meegoda,Banana,58.34,26.6
2023-02-23,Meegoda,Pineapple,84.16,3.6
2023-02-23,Narahenpita,TJC mango,121.7,7.8
2023-02-23,Narahenpita,Banana,43.78,14.2
2023-02-23,Narahenpita,Pineapple,68.54,4.0
2023-02-23,Embilipitiya,TJC mango,132.28,7.5
2023-02-23,Embilipitiya,Banana,64.79,12.7
2023-02-23,Embilipitiya,Pineapple,83.0,5.0
2023-02-24,Dambulla,TJC mango,143.57,10.1
2023-02-24,Dambulla,Banana,71.7,23.7
2023-02-24,Dambulla,Pineapple,88.99,3.5
2023-02-24,Pettah,TJC mango,146.61,7.9
2023-02-24,Pettah,Banana,70.58,26.4
2023-02-24,Pettah,Pineapple,76.98,4.9
2023-02-24,Meegoda,TJC mango,107.13,7.3
2023-02-24,Meegoda,Banana,61.52,18.9
2023-02-24,Meegoda,Pineapple,70.75,3.0
2023-02-24,Narahenpita,TJC mango,88.49,6.3
2023-02-24,Narahenpita,Banana,54.27,21.0
2023-02-24,Narahenpita,Pineapple,78.87,2.9
2023-02-24,Embilipitiya,TJC mango,117.79,8.8
2023-02-24,Embilipitiya,Banana,68.24,25.4
2023-02-24,Embilipitiya,Pineapple,82.3,2.1
2023-02-25,Dambulla,TJC mango,111.46,8.4
2023-02-25,Dambulla,Banana,62.81,17.2
2023-02-25,Dambulla,Pineapple,91.75,3.3
2023-02-25,Pettah,TJC mango,112.91,6.0
2023-02-25,Pettah,Banana,73.46,25.1
2023-02-25,Pettah,Pineapple,79.01,4.6
2023-02-25,Meegoda,TJC mango,146.83,7.7
2023-02-25,Meegoda,Banana,63.18,23.0
2023-02-25,Meegoda,Pineapple,64.83,4.5
2023-02-25,Narahenpita,TJC mango,94.5,6.0
2023-02-25,Narahenpita,Banana,53.8,17.1
2023-02-25,Narahenpita,Pineapple,74.93,3.1
2023-02-25,Embilipitiya,TJC mango,115.91,9.3
2023-02-25,Embilipitiya,Banana,64.85,12.7
2023-02-25,Embilipitiya,Pineapple,81.19,4.0
2023-02-26,Dambulla,TJC mango,122.38,7.9
2023-02-26,Dambulla,Banana,59.35,8.8
2023-02-26,Dambulla,Pineapple,94.51,3.4
2023-02-26,Pettah,TJC mango,105.72,9.2
2023-02-26,Pettah,Banana,58.41,19.2
2023-02-26,Pettah,Pineapple,93.26,4.2
2023-02-26,Meegoda,TJC mango,123.12,4.8
2023-02-26,Meegoda,Banana,49.82,16.2
2023-02-26,Meegoda,Pineapple,80.3,3.8
2023-02-26,Narahenpita,TJC mango,113.83,6.1
2023-02-26,Narahenpita,Banana,48.39,19.6
2023-02-26,Narahenpita,Pineapple,83.05,3.6
2023-02-26,Embilipitiya,TJC mango,124.55,8.8
2023-02-26,Embilipitiya,Banana,65.38,27.2
2023-02-26,Embilipitiya,Pineapple,102.96,3.1
2023-02-27,Dambulla,TJC mango,110.66,6.1
2023-02-27,Dambulla,Banana,55.1,19.1
2023-02-27,Dambulla,Pineapple,67.99,2.0
2023-02-27,Pettah,TJC mango,107.4,9.3
2023-02-27,Pettah,Banana,55.68,21.9
2023-02-27,Pettah,Pineapple,78.98,1.3
2023-02-27,Meegoda,TJC mango,116.28,8.5
2023-02-27,Meegoda,Banana,70.79,18.6
2023-02-27,Meegoda,Pineapple,76.63,2.5
2023-02-27,Narahenpita,TJC mango,142.71,3.6
2023-02-27,Narahenpita,Banana,61.65,21.8
2023-02-27,Narahenpita,Pineapple,84.76,5.4
2023-02-27,Embilipitiya,TJC mango,113.8,11.8
2023-02-27,Embilipitiya,Banana,63.39,13.2
2023-02-27,Embilipitiya,Pineapple,91.94,1.1
2023-02-28,Dambulla,TJC mango,156.17,8.8
2023-02-28,Dambulla,Banana,72.29,20.4
2023-02-28,Dambulla,Pineapple,71.39,3.0
2023-02-28,Pettah,TJC mango,,
2023-02-28,Pettah,Banana,64.86,18.8
2023-02-28,Pettah,Pineapple,82.3,4.6
2023-02-28,Meegoda,TJC mango,104.54,5.9
2023-02-28,Meegoda,Banana,61.62,25.3
2023-02-28,Meegoda,Pineapple,86.6,5.4
2023-02-28,Narahenpita,TJC mango,124.37,6.3
2023-02-28,Narahenpita,Banana,44.31,17.5
2023-02-28,Narahenpita,Pineapple,86.01,4.2
2023-02-28,Embilipitiya,TJC mango,118.16,8.2
2023-02-28,Embilipitiya,Banana,69.01,22.0
2023-02-28,Embilipitiya,Pineapple,99.33,4.0
2023-03-01,Dambulla,TJC mango,126.23,6.6
2023-03-01,Dambulla,Banana,56.39,23.7
2023-03-01,Dambulla,Pineapple,71.39,3.3
2023-03-01,Pettah,TJC mango,127.56,7.7
2023-03-01,Pettah,Banana,56.51,21.9
2023-03-01,Pettah,Pineapple,65.03,4.4
2023-03-01,Meegoda,TJC mango,132.59,9.1
2023-03-01,Meegoda,Banana,53.78,14.4
2023-03-01,Meegoda,Pineapple,71.77,2.8
2023-03-01,Narahenpita,TJC mango,105.48,7.2
2023-03-01,Narahenpita,Banana,60.73,10.1
2023-03-01,Narahenpita,Pineapple,94.83,3.0
2023-03-01,Embilipitiya,TJC mango,127.36,6.0
2023-03-01,Embilipitiya,Banana,61.33,11.4
2023-03-01,Embilipitiya,Pineapple,67.35,5.0
2023-03-02,Dambulla,TJC mango,116.93,9.4
2023-03-02,Dambulla,Banana,64.5,20.1
2023-03-02,Dambulla,Pineapple,88.95,3.9
2023-03-02,Pettah,TJC mango,102.18,6.8
2023-03-02,Pettah,Banana,59.49,14.5
2023-03-02,Pettah,Pineapple,78.5,3.9
2023-03-02,Meegoda,TJC mango,121.18,7.0
2023-03-02,Meegoda,Banana,52.67,18.8
2023-03-02,Meegoda,Pineapple,88.4,3.9
2023-03-02,Narahenpita,TJC mango,114.43,7.0
2023-03-02,Narahenpita,Banana,64.24,14.5
2023-03-02,Narahenpita,Pineapple,100.38,6.1
2023-03-02,Embilipitiya,TJC mango,153.97,9.4
2023-03-02,Embilipitiya,Banana,61.81,6.7
2023-03-02,Embilipitiya,Pineapple,74.15,2.5
2023-03-03,Dambulla,TJC mango,,
2023-03-03,Dambulla,Banana,70.45,15.1
2023-03-03,Dambulla,Pineapple,,
2023-03-03,Pettah,TJC mango,138.87,8.6
2023-03-03,Pettah,Banana,71.45,9.6
2023-03-03,Pettah,Pineapple,62.52,4.8
2023-03-03,Meegoda,TJC mango,149.18,9.1
2023-03-03,Meegoda,Banana,71.06,15.4
2023-03-03,Meegoda,Pineapple,69.1,4.4
2023-03-03,Narahenpita,TJC mango,114.13,6.6
2023-03-03,Narahenpita,Banana,51.56,13.2
2023-03-03,Narahenpita,Pineapple,84.42,3.9
2023-03-03,Embilipitiya,TJC mango,139.98,7.0
2023-03-03,Embilipitiya,Banana,65.8,31.0
2023-03-03,Embilipitiya,Pineapple,74.95,2.0
2023-03-04,Dambulla,TJC mango,113.07,11.7
2023-03-04,Dambulla,Banana,57.36,19.9
2023-03-04,Dambulla,Pineapple,83.71,3.7
2023-03-04,Pettah,TJC mango,101.79,9.6
2023-03-04,Pettah,Banana,68.09,16.4
2023-03-04,Pettah,Pineapple,96.04,4.1
2023-03-04,Meegoda,TJC mango,112.39,9.0
2023-03-04,Meegoda,Banana,53.0,16.6
2023-03-04,Meegoda,Pineapple,74.41,4.4
2023-03-04,Narahenpita,TJC mango,114.41,10.1
2023-03-04,Narahenpita,Banana,53.39,14.3
2023-03-04,Narahenpita,Pineapple,68.81,3.4
2023-03-04,Embilipitiya,TJC mango,116.68,9.0
2023-03-04,Embilipitiya,Banana,58.8,11.5
2023-03-04,Embilipitiya,Pineapple,79.34,2.9
2023-03-05,Dambulla,TJC mango,134.09,10.9
2023-03-05,Dambulla,Banana,58.14,20.4
2023-03-05,Dambulla,Pineapple,99.94,4.5
2023-03-05,Pettah,TJC mango,146.91,6.0
2023-03-05,Pettah,Banana,74.37,22.4
2023-03-05,Pettah,Pineapple,54.02,4.0
2023-03-05,Meegoda,TJC mango,108.87,3.8
2023-03-05,Meegoda,Banana,61.23,19.6
2023-03-05,Meegoda,Pineapple,67.3,3.9
2023-03-05,Narahenpita,TJC mango,116.08,6.2
2023-03-05,Narahenpita,Banana,48.54,22.8
2023-03-05,Narahenpita,Pineapple,72.48,3.3
2023-03-05,Embilipitiya,TJC mango,96.67,10.8
2023-03-05,Embilipitiya,Banana,56.99,20.1
2023-03-05,Embilipitiya,Pineapple,71.9,4.1
2023-03-06,Dambulla,TJC mango,122.77,10.3
2023-03-06,Dambulla,Banana,68.81,19.8
2023-03-06,Dambulla,Pineapple,83.83,5.1
2023-03-06,Pettah,TJC mango,105.39,8.0
2023-03-06,Pettah,Banana,61.53,18.1
2023-03-06,Pettah,Pineapple,55.56,4.1
2023-03-06,Meegoda,TJC mango,111.01,7.2
2023-03-06,Meegoda,Banana,56.49,27.2
2023-03-06,Meegoda,Pineapple,86.97,3.7
2023-03-06,Narahenpita,TJC mango,118.89,8.6
2023-03-06,Narahenpita,Banana,56.28,26.1
2023-03-06,Narahenpita,Pineapple,92.95,4.3
2023-03-06,Embilipitiya,TJC mango,90.45,6.3
2023-03-06,Embilipitiya,Banana,57.86,17.2
2023-03-06,Embilipitiya,Pineapple,74.92,2.2
2023-03-07,Dambulla,TJC mango,118.35,8.3
2023-03-07,Dambulla,Banana,55.03,23.1
2023-03-07,Dambulla,Pineapple,73.32,4.2
2023-03-07,Pettah,TJC mango,117.03,10.5
2023-03-07,Pettah,Banana,57.71,17.2
2023-03-07,Pettah,Pineapple,83.63,4.7
2023-03-07,Meegoda,TJC mango,138.32,8.1
2023-03-07,Meegoda,Banana,66.02,7.9
2023-03-07,Meegoda,Pineapple,70.97,4.0
2023-03-07,Narahenpita,TJC mango,134.42,5.0
2023-03-07,Narahenpita,Banana,60.07,20.4
2023-03-07,Narahenpita,Pineapple,75.18,3.7
2023-03-07,Embilipitiya,TJC mango,118.35,7.9
2023-03-07,Embilipitiya,Banana,65.68,22.9
2023-03-07,Embilipitiya,Pineapple,77.88,3.1
2023-03-08,Dambulla,TJC mango,133.62,8.9
2023-03-08,Dambulla,Banana,64.54,23.1
2023-03-08,Dambulla,Pineapple,85.27,5.2
2023-03-08,Pettah,TJC mango,93.55,9.0
2023-03-08,Pettah,Banana,70.89,18.2
2023-03-08,Pettah,Pineapple,79.53,6.0
2023-03-08,Meegoda,TJC mango,104.73,5.4
2023-03-08,Meegoda,Banana,58.58,16.8
2023-03-08,Meegoda,Pineapple,84.84,3.2
2023-03-08,Narahenpita,TJC mango,116.06,5.4
2023-03-08,Narahenpita,Banana,58.49,22.7
2023-03-08,Narahenpita,Pineapple,99.78,3.3
2023-03-08,Embilipitiya,TJC mango,142.52,9.9
2023-03-08,Embilipitiya,Banana,60.24,10.3
2023-03-08,Embilipitiya,Pineapple,72.64,5.1
2023-03-09,Dambulla,TJC mango,139.84,6.4
2023-03-09,Dambulla,Banana,61.01,17.0
2023-03-09,Dambulla,Pineapple,60.53,4.7
2023-03-09,Pettah,TJC mango,124.63,6.5
2023-03-09,Pettah,Banana,60.76,16.4
2023-03-09,Pettah,Pineapple,87.42,6.2
2023-03-09,Meegoda,TJC mango,123.11,9.6
2023-03-09,Meegoda,Banana,66.99,18.8
2023-03-09,Meegoda,Pineapple,84.25,2.7
2023-03-09,Narahenpita,TJC mango,123.09,4.8
2023-03-09,Narahenpita,Banana,55.59,21.9
2023-03-09,Narahenpita,Pineapple,84.49,1.9
2023-03-09,Embilipitiya,TJC mango,111.77,7.2
2023-03-09,Embilipitiya,Banana,49.54,29.7
2023-03-09,Embilipitiya,Pineapple,74.38,6.0
2023-03-10,Dambulla,TJC mango,120.01,7.2
2023-03-10,Dambulla,Banana,,
2023-03-10,Dambulla,Pineapple,101.89,4.4
2023-03-10,Pettah,TJC mango,111.82,8.5
2023-03-10,Pettah,Banana,69.76,15.1
2023-03-10,Pettah,Pineapple,,
2023-03-10,Meegoda,TJC mango,113.26,7.1
2023-03-10,Meegoda,Banana,57.98,18.3
2023-03-10,Meegoda,Pineapple,73.7,4.6
2023-03-10,Narahenpita,TJC mango,111.51,7.1
2023-03-10,Narahenpita,Banana,68.39,17.8
2023-03-10,Narahenpita,Pineapple,69.49,4.0
2023-03-10,Embilipitiya,TJC mango,111.73,6.8
2023-03-10,Embilipitiya,Banana,55.45,18.4
2023-03-10,Embilipitiya,Pineapple,85.15,4.2
2023-03-11,Dambulla,TJC mango,126.49,5.7
2023-03-11,Dambulla,Banana,64.75,18.5
2023-03-11,Dambulla,Pineapple,66.37,4.3
2023-03-11,Pettah,TJC mango,116.66,8.6
2023-03-11,Pettah,Banana,55.37,18.7
2023-03-11,Pettah,Pineapple,65.04,2.9
2023-03-11,Meegoda,TJC mango,128.27,7.0
2023-03-11,Meegoda,Banana,39.89,18.8
2023-03-11,Meegoda,Pineapple,75.58,4.7
2023-03-11,Narahenpita,TJC mango,110.24,5.7
